delivery_id,order_id,delivery_status,delivery_time,rider_id
835,835,Not Delivered,18 mins,312
836,836,Delivered,56 mins,459
837,837,In Transit,102 mins,236
838,838,In Transit,60 mins,335
839,839,Not Delivered,19 mins,28
840,840,Delivered,53 mins,333
841,841,Not Delivered,43 mins,112
842,842,In Transit,42 mins,245
843,843,Not Delivered,51 mins,85
844,844,Not Delivered,55 mins,281
845,845,Delivered,85 mins,370
846,846,Delivered,92 mins,96
847,847,Not Delivered,33 mins,235
848,848,Delivered,20 mins,491
849,849,Delivered,63 mins,307
850,850,Delivered,85 mins,330
851,851,Delivered,67 mins,57
852,852,Not Delivered,118 mins,270
853,853,Delivered,62 mins,170
854,854,Not Delivered,96 mins,469
855,855,In Transit,95 mins,343
856,856,Not Delivered,49 mins,114
857,857,Not Delivered,25 mins,415
858,858,In Transit,24 mins,85
859,859,Not Delivered,63 mins,494
860,860,In Transit,55 mins,280
861,861,Delivered,84 mins,180
862,862,Not Delivered,95 mins,304
863,863,In Transit,110 mins,7
864,864,Delivered,39 mins,129
865,865,Delivered,18 mins,12
866,866,Not Delivered,51 mins,445
867,867,Delivered,90 mins,469
868,868,Not Delivered,34 mins,408
869,869,Delivered,38 mins,255
870,870,Delivered,96 mins,126
871,871,In Transit,62 mins,387
872,872,Not Delivered,17 mins,118
873,873,Not Delivered,38 mins,280
874,874,In Transit,112 mins,357
875,875,In Transit,75 mins,78
876,876,Delivered,45 mins,199
877,877,In Transit,32 mins,487
878,878,Delivered,69 mins,249
879,879,Not Delivered,91 mins,254
880,880,Not Delivered,107 mins,1
881,881,In Transit,15 mins,390
882,882,Delivered,35 mins,368
883,883,Not Delivered,82 mins,47
884,884,Not Delivered,73 mins,189
885,885,Delivered,73 mins,338
886,886,Delivered,99 mins,166
887,887,In Transit,93 mins,454
888,888,Not Delivered,107 mins,239
889,889,Delivered,54 mins,165
890,890,In Transit,91 mins,439
891,891,Delivered,101 mins,6
892,892,Not Delivered,56 mins,262
893,893,Delivered,21 mins,30
894,894,Not Delivered,88 mins,219
895,895,Delivered,77 mins,146
896,896,In Transit,41 mins,226
897,897,In Transit,105 mins,159
898,898,Not Delivered,19 mins,63
899,899,Not Delivered,44 mins,201
900,900,Delivered,21 mins,487
901,901,Not Delivered,47 mins,453
902,902,In Transit,119 mins,279
903,903,Delivered,119 mins,178
904,904,Delivered,67 mins,223
905,905,In Transit,30 mins,167
906,906,Not Delivered,87 mins,450
907,907,In Transit,94 mins,353
908,908,In Transit,64 mins,201
909,909,In Transit,110 mins,170
910,910,Delivered,33 mins,239
911,911,In Transit,63 mins,8
912,912,In Transit,16 mins,244
913,913,In Transit,113 mins,164
914,914,Not Delivered,106 mins,300
915,915,Delivered,74 mins,238
916,916,Not Delivered,100 mins,497
917,917,Delivered,74 mins,60
918,918,In Transit,88 mins,449
919,919,Delivered,24 mins,247
920,920,Delivered,33 mins,265
921,921,In Transit,71 mins,479
922,922,Delivered,19 mins,359
923,923,Delivered,66 mins,99
924,924,Not Delivered,97 mins,304
925,925,Not Delivered,56 mins,461
926,926,In Transit,39 mins,353
927,927,Delivered,25 mins,53
928,928,Delivered,87 mins,18
929,929,Delivered,78 mins,117
930,930,Not Delivered,74 mins,441
931,931,Delivered,39 mins,404
932,932,Not Delivered,102 mins,33
933,933,Delivered,111 mins,444
934,934,Not Delivered,21 mins,264
935,935,Delivered,83 mins,236
936,936,In Transit,43 mins,426
937,937,Delivered,51 mins,55
938,938,Not Delivered,65 mins,408
939,939,In Transit,76 mins,60
940,940,In Transit,62 mins,414
941,941,In Transit,103 mins,270
942,942,In Transit,87 mins,219
943,943,Delivered,89 mins,211
944,944,In Transit,114 mins,364
945,945,In Transit,18 mins,115
946,946,Delivered,19 mins,92
947,947,Delivered,106 mins,219
948,948,In Transit,35 mins,491
949,949,In Transit,16 mins,186
950,950,Delivered,58 mins,451
951,951,In Transit,15 mins,252
952,952,Delivered,64 mins,7
953,953,In Transit,99 mins,415
954,954,In Transit,107 mins,121
955,955,Not Delivered,39 mins,427
956,956,Delivered,26 mins,70
957,957,In Transit,95 mins,473
958,958,In Transit,54 mins,146
959,959,Not Delivered,84 mins,196
960,960,In Transit,81 mins,413
961,961,In Transit,82 mins,100
962,962,In Transit,97 mins,149
963,963,Not Delivered,110 mins,165
964,964,Delivered,94 mins,40
965,965,Delivered,110 mins,123
966,966,Not Delivered,107 mins,15
967,967,In Transit,69 mins,50
968,968,In Transit,104 mins,42
969,969,Delivered,78 mins,283
970,970,Delivered,86 mins,343
971,971,Delivered,111 mins,431
972,972,Delivered,67 mins,85
973,973,Delivered,44 mins,110
974,974,Not Delivered,35 mins,290
975,975,Not Delivered,33 mins,178
976,976,In Transit,38 mins,171
977,977,Delivered,115 mins,472
978,978,Not Delivered,79 mins,66
979,979,Not Delivered,77 mins,427
980,980,In Transit,33 mins,132
981,981,Not Delivered,68 mins,363
982,982,Delivered,25 mins,336
983,983,Not Delivered,53 mins,307
984,984,Delivered,55 mins,473
985,985,Not Delivered,48 mins,396
986,986,In Transit,107 mins,470
987,987,Not Delivered,30 mins,213
988,988,Delivered,57 mins,171
989,989,Not Delivered,40 mins,292
990,990,Not Delivered,58 mins,103
991,991,Delivered,51 mins,113
992,992,Not Delivered,34 mins,268
993,993,Delivered,31 mins,474
994,994,Not Delivered,96 mins,408
995,995,In Transit,21 mins,1
996,996,Not Delivered,75 mins,312
997,997,In Transit,88 mins,376
998,998,Delivered,39 mins,223
999,999,Delivered,61 mins,468
1000,1000,Not Delivered,41 mins,384
1001,1001,In Transit,80 mins,356
1002,1002,Not Delivered,111 mins,33
1003,1003,In Transit,36 mins,37
1004,1004,Not Delivered,35 mins,245
1005,1005,Not Delivered,94 mins,322
1006,1006,Not Delivered,53 mins,435
1007,1007,In Transit,22 mins,237
1008,1008,Not Delivered,83 mins,385
1009,1009,In Transit,71 mins,172
1010,1010,In Transit,20 mins,117
1011,1011,Not Delivered,119 mins,180
1012,1012,In Transit,68 mins,9
1013,1013,In Transit,62 mins,117
1014,1014,Delivered,74 mins,438
1015,1015,Delivered,86 mins,36
1016,1016,In Transit,19 mins,222
1017,1017,Delivered,56 mins,228
1018,1018,Not Delivered,44 mins,245
1019,1019,In Transit,39 mins,136
1020,1020,In Transit,45 mins,469
1021,1021,Not Delivered,50 mins,478
1022,1022,Not Delivered,119 mins,409
1023,1023,Not Delivered,89 mins,204
1024,1024,Delivered,48 mins,430
1025,1025,Delivered,26 mins,29
1026,1026,Not Delivered,46 mins,112
1027,1027,Delivered,69 mins,8
1028,1028,In Transit,84 mins,104
1029,1029,Not Delivered,95 mins,300
1030,1030,In Transit,98 mins,468
1031,1031,In Transit,102 mins,317
1032,1032,Delivered,86 mins,379
1033,1033,Delivered,31 mins,357
1034,1034,In Transit,116 mins,9
1035,1035,Delivered,49 mins,21
1036,1036,Not Delivered,113 mins,360
1037,1037,Not Delivered,33 mins,222
1038,1038,In Transit,55 mins,217
1039,1039,Delivered,96 mins,120
1040,1040,In Transit,94 mins,208
1041,1041,Delivered,98 mins,259
1042,1042,In Transit,63 mins,283
1043,1043,In Transit,19 mins,469
1044,1044,Not Delivered,72 mins,500
1045,1045,Delivered,32 mins,193
1046,1046,Delivered,18 mins,443
1047,1047,Not Delivered,38 mins,41
1048,1048,Not Delivered,57 mins,45
1049,1049,In Transit,97 mins,290
1050,1050,Not Delivered,36 mins,54
1051,1051,Delivered,17 mins,495
1052,1052,Not Delivered,52 mins,337
1053,1053,In Transit,84 mins,153
1054,1054,In Transit,62 mins,116
1055,1055,Delivered,67 mins,435
1056,1056,Not Delivered,70 mins,268
1057,1057,Delivered,101 mins,245
1058,1058,Delivered,47 mins,307
1059,1059,Delivered,41 mins,97
1060,1060,Delivered,75 mins,25
1061,1061,Not Delivered,117 mins,384
1062,1062,Not Delivered,63 mins,428
1063,1063,In Transit,44 mins,155
1064,1064,In Transit,84 mins,342
1065,1065,Delivered,67 mins,238
1066,1066,Not Delivered,68 mins,311
1067,1067,In Transit,33 mins,445
1068,1068,Not Delivered,110 mins,168
1069,1069,In Transit,95 mins,268
1070,1070,Not Delivered,81 mins,394
1071,1071,Delivered,21 mins,295
1072,1072,Not Delivered,83 mins,487
1073,1073,Delivered,21 mins,28
1074,1074,Not Delivered,66 mins,291
1075,1075,In Transit,76 mins,165
1076,1076,Not Delivered,56 mins,138
1077,1077,Delivered,77 mins,381
1078,1078,Not Delivered,31 mins,12
1079,1079,Delivered,41 mins,296
1080,1080,Delivered,59 mins,442
1081,1081,Delivered,29 mins,275
1082,1082,Not Delivered,110 mins,218
1083,1083,Not Delivered,18 mins,311
1084,1084,Not Delivered,99 mins,212
1085,1085,Delivered,110 mins,377
1086,1086,Not Delivered,114 mins,300
1087,1087,In Transit,55 mins,473
1088,1088,Delivered,99 mins,311
1089,1089,Delivered,73 mins,332
1090,1090,In Transit,92 mins,208
1091,1091,In Transit,41 mins,31
1092,1092,Not Delivered,28 mins,381
1093,1093,Delivered,109 mins,339
1094,1094,Delivered,60 mins,451
1095,1095,Delivered,86 mins,44
1096,1096,In Transit,46 mins,247
1097,1097,Not Delivered,86 mins,35
1098,1098,In Transit,103 mins,213
1099,1099,In Transit,52 mins,267
1100,1100,Delivered,83 mins,130
1101,1101,Delivered,81 mins,151
1102,1102,In Transit,95 mins,353
1103,1103,In Transit,48 mins,357
1104,1104,Not Delivered,31 mins,282
1105,1105,In Transit,38 mins,128
1106,1106,In Transit,74 mins,4
1107,1107,Not Delivered,19 mins,319
1108,1108,Not Delivered,57 mins,403
1109,1109,Delivered,104 mins,329
1110,1110,In Transit,105 mins,95
1111,1111,Delivered,94 mins,276
1112,1112,Not Delivered,44 mins,232
1113,1113,In Transit,29 mins,113
1114,1114,In Transit,26 mins,275
1115,1115,In Transit,119 mins,23
1116,1116,Delivered,35 mins,347
1117,1117,In Transit,51 mins,461
1118,1118,Not Delivered,79 mins,160
1119,1119,In Transit,114 mins,485
1120,1120,In Transit,114 mins,364
1121,1121,In Transit,111 mins,398
1122,1122,Not Delivered,66 mins,373
1123,1123,Not Delivered,53 mins,391
1124,1124,Delivered,91 mins,96
1125,1125,In Transit,86 mins,25
1126,1126,Not Delivered,42 mins,377
1127,1127,Not Delivered,50 mins,338
1128,1128,Not Delivered,43 mins,26
1129,1129,Not Delivered,92 mins,290
1130,1130,In Transit,114 mins,141
1131,1131,In Transit,98 mins,198
1132,1132,Delivered,41 mins,94
1133,1133,Delivered,69 mins,161
1134,1134,In Transit,84 mins,204
1135,1135,Not Delivered,26 mins,342
1136,1136,Delivered,44 mins,147
1137,1137,In Transit,102 mins,394
1138,1138,Not Delivered,72 mins,250
1139,1139,In Transit,105 mins,148
1140,1140,Not Delivered,36 mins,217
1141,1141,Not Delivered,95 mins,188
1142,1142,Delivered,79 mins,13
1143,1143,In Transit,38 mins,361
1144,1144,Not Delivered,97 mins,255
1145,1145,Delivered,79 mins,396
1146,1146,In Transit,60 mins,127
1147,1147,Delivered,74 mins,466
1148,1148,In Transit,94 mins,301
1149,1149,Delivered,37 mins,82
1150,1150,Delivered,115 mins,137
1151,1151,Not Delivered,24 mins,225
1152,1152,In Transit,47 mins,215
1153,1153,Delivered,31 mins,463
1154,1154,Not Delivered,22 mins,45
1155,1155,Delivered,119 mins,435
1156,1156,Delivered,97 mins,55
1157,1157,Delivered,34 mins,280
1158,1158,In Transit,34 mins,371
1159,1159,In Transit,47 mins,169
1160,1160,In Transit,29 mins,317
1161,1161,Delivered,48 mins,362
1162,1162,Delivered,116 mins,490
1163,1163,In Transit,54 mins,273
1164,1164,In Transit,32 mins,398
1165,1165,Not Delivered,21 mins,263
1166,1166,Not Delivered,84 mins,258
1167,1167,Not Delivered,51 mins,445
1168,1168,Delivered,120 mins,189
1169,1169,In Transit,65 mins,428
1170,1170,In Transit,93 mins,479
1171,1171,Not Delivered,36 mins,211
1172,1172,In Transit,70 mins,38
1173,1173,Not Delivered,29 mins,188
1174,1174,Not Delivered,30 mins,348
1175,1175,In Transit,49 mins,467
1176,1176,In Transit,40 mins,73
1177,1177,Delivered,116 mins,135
1178,1178,Delivered,44 mins,481
1179,1179,Delivered,117 mins,152
1180,1180,Delivered,44 mins,246
1181,1181,In Transit,114 mins,127
1182,1182,Not Delivered,101 mins,257
1183,1183,Not Delivered,41 mins,167
1184,1184,In Transit,104 mins,452
1185,1185,Not Delivered,105 mins,61
1186,1186,Delivered,15 mins,110
1187,1187,In Transit,25 mins,285
1188,1188,Not Delivered,91 mins,437
1189,1189,Not Delivered,91 mins,483
1190,1190,In Transit,75 mins,286
1191,1191,In Transit,31 mins,166
1192,1192,In Transit,39 mins,483
1193,1193,Not Delivered,45 mins,256
1194,1194,Not Delivered,74 mins,243
1195,1195,In Transit,104 mins,5
1196,1196,In Transit,59 mins,132
1197,1197,Delivered,39 mins,437
1198,1198,Not Delivered,103 mins,361
1199,1199,In Transit,115 mins,266
1200,1200,Delivered,39 mins,279
1201,1201,Not Delivered,95 mins,310
1202,1202,Delivered,99 mins,226
1203,1203,In Transit,62 mins,397
1204,1204,Not Delivered,48 mins,285
1205,1205,Not Delivered,97 mins,463
1206,1206,In Transit,62 mins,499
1207,1207,Delivered,64 mins,130
1208,1208,Not Delivered,26 mins,192
1209,1209,In Transit,46 mins,73
1210,1210,Delivered,73 mins,393
1211,1211,Delivered,59 mins,347
1212,1212,Delivered,26 mins,291
1213,1213,In Transit,109 mins,388
1214,1214,Delivered,88 mins,305
1215,1215,Not Delivered,49 mins,373
1216,1216,Not Delivered,33 mins,357
1217,1217,In Transit,76 mins,268
1218,1218,Delivered,78 mins,255
1219,1219,Not Delivered,46 mins,13
1220,1220,In Transit,19 mins,173
1221,1221,Delivered,41 mins,460
1222,1222,Delivered,54 mins,104
1223,1223,Delivered,38 mins,174
1224,1224,Delivered,59 mins,334
1225,1225,Delivered,102 mins,437
1226,1226,In Transit,78 mins,304
1227,1227,Delivered,89 mins,411
1228,1228,Delivered,97 mins,138
1229,1229,Delivered,75 mins,54
1230,1230,In Transit,97 mins,41
1231,1231,Delivered,85 mins,267
1232,1232,Not Delivered,101 mins,173
1233,1233,Delivered,21 mins,177
1234,1234,Not Delivered,66 mins,171
1235,1235,Not Delivered,86 mins,320
1236,1236,Not Delivered,64 mins,203
1237,1237,In Transit,34 mins,273
1238,1238,Delivered,63 mins,120
1239,1239,Not Delivered,105 mins,452
1240,1240,Not Delivered,40 mins,203
1241,1241,Not Delivered,99 mins,219
1242,1242,In Transit,57 mins,468
1243,1243,In Transit,95 mins,334
1244,1244,Not Delivered,77 mins,355
1245,1245,Delivered,67 mins,458
1246,1246,In Transit,30 mins,282
1247,1247,In Transit,83 mins,300
1248,1248,Not Delivered,37 mins,444
1249,1249,Not Delivered,104 mins,470
1250,1250,In Transit,112 mins,330
1251,1251,Delivered,101 mins,23
1252,1252,Delivered,98 mins,461
1253,1253,In Transit,87 mins,330
1254,1254,Not Delivered,69 mins,430
1255,1255,Not Delivered,82 mins,463
1256,1256,In Transit,24 mins,241
1257,1257,Not Delivered,57 mins,95
1258,1258,Delivered,71 mins,274
1259,1259,In Transit,47 mins,132
1260,1260,Not Delivered,22 mins,185
1261,1261,Delivered,98 mins,475
1262,1262,In Transit,95 mins,35
1263,1263,In Transit,16 mins,33
1264,1264,Not Delivered,119 mins,362
1265,1265,Not Delivered,90 mins,275
1266,1266,In Transit,58 mins,9
1267,1267,Not Delivered,85 mins,348
1268,1268,Not Delivered,114 mins,225
1269,1269,Delivered,51 mins,156
1270,1270,Delivered,73 mins,371
1271,1271,Delivered,18 mins,252
1272,1272,Delivered,61 mins,457
1273,1273,Not Delivered,88 mins,109
1274,1274,Delivered,108 mins,295
1275,1275,Delivered,78 mins,490
1276,1276,Not Delivered,17 mins,332
1277,1277,Delivered,62 mins,116
1278,1278,Not Delivered,47 mins,246
1279,1279,In Transit,19 mins,104
1280,1280,Not Delivered,86 mins,173
1281,1281,Not Delivered,101 mins,110
1282,1282,Not Delivered,72 mins,175
1283,1283,In Transit,59 mins,278
1284,1284,Delivered,21 mins,166
1285,1285,Delivered,114 mins,351
1286,1286,Not Delivered,72 mins,398
1287,1287,In Transit,114 mins,340
1288,1288,In Transit,65 mins,134
1289,1289,In Transit,20 mins,238
1290,1290,Delivered,55 mins,180
1291,1291,Not Delivered,94 mins,192
1292,1292,Delivered,54 mins,72
1293,1293,Not Delivered,70 mins,377
1294,1294,Not Delivered,72 mins,435
1295,1295,Delivered,103 mins,301
1296,1296,In Transit,48 mins,328
1297,1297,Delivered,109 mins,425
1298,1298,In Transit,48 mins,385
1299,1299,Not Delivered,88 mins,68
1300,1300,Not Delivered,76 mins,466
1301,1301,In Transit,42 mins,316
1302,1302,Delivered,27 mins,103
1303,1303,In Transit,66 mins,188
1304,1304,Delivered,68 mins,14
1305,1305,Not Delivered,59 mins,386
1306,1306,Not Delivered,52 mins,482
1307,1307,Not Delivered,25 mins,82
1308,1308,Delivered,105 mins,107
1309,1309,Delivered,89 mins,24
1310,1310,In Transit,94 mins,58
1311,1311,Delivered,75 mins,263
1312,1312,Delivered,73 mins,471
1313,1313,In Transit,82 mins,393
1314,1314,Not Delivered,109 mins,66
1315,1315,Not Delivered,69 mins,201
1316,1316,In Transit,50 mins,352
1317,1317,Not Delivered,100 mins,145
1318,1318,Delivered,111 mins,427
1319,1319,Not Delivered,74 mins,199
1320,1320,In Transit,24 mins,27
1321,1321,Not Delivered,107 mins,159
1322,1322,In Transit,63 mins,115
1323,1323,In Transit,17 mins,325
1324,1324,Not Delivered,70 mins,332
1325,1325,In Transit,33 mins,170
1326,1326,Not Delivered,44 mins,204
1327,1327,Not Delivered,40 mins,350
1328,1328,In Transit,111 mins,50
1329,1329,Not Delivered,49 mins,27
1330,1330,Not Delivered,97 mins,277
1331,1331,Delivered,39 mins,225
1332,1332,In Transit,48 mins,316
1333,1333,Not Delivered,32 mins,86
1334,1334,Not Delivered,33 mins,312
1335,1335,Delivered,66 mins,204
1336,1336,In Transit,20 mins,92
1337,1337,In Transit,34 mins,249
1338,1338,Delivered,96 mins,72
1339,1339,Not Delivered,15 mins,292
1340,1340,In Transit,98 mins,127
1341,1341,Delivered,89 mins,169
1342,1342,Delivered,83 mins,283
1343,1343,Not Delivered,59 mins,438
1344,1344,Delivered,101 mins,130
1345,1345,Delivered,59 mins,90
1346,1346,In Transit,17 mins,369
1347,1347,In Transit,100 mins,416
1348,1348,Delivered,29 mins,263
1349,1349,In Transit,92 mins,245
1350,1350,In Transit,17 mins,40
1351,1351,Delivered,72 mins,160
1352,1352,In Transit,88 mins,169
1353,1353,Delivered,47 mins,47
1354,1354,Not Delivered,110 mins,334
1355,1355,Delivered,38 mins,160
1356,1356,Delivered,105 mins,483
1357,1357,In Transit,69 mins,394
1358,1358,In Transit,31 mins,271
1359,1359,Delivered,118 mins,151
1360,1360,Delivered,35 mins,42
1361,1361,Not Delivered,53 mins,41
1362,1362,Delivered,17 mins,155
1363,1363,In Transit,65 mins,190
1364,1364,Delivered,44 mins,111
1365,1365,Delivered,74 mins,317
1366,1366,In Transit,48 mins,40
1367,1367,Not Delivered,57 mins,436
1368,1368,In Transit,64 mins,49
1369,1369,In Transit,70 mins,50
1370,1370,Not Delivered,93 mins,324
1371,1371,In Transit,110 mins,479
1372,1372,In Transit,93 mins,105
1373,1373,Not Delivered,113 mins,182
1374,1374,Delivered,42 mins,407
1375,1375,Delivered,111 mins,445
1376,1376,Not Delivered,83 mins,457
1377,1377,Not Delivered,90 mins,257
1378,1378,Not Delivered,102 mins,40
1379,1379,Not Delivered,23 mins,289
1380,1380,Delivered,38 mins,363
1381,1381,Not Delivered,31 mins,290
1382,1382,Not Delivered,79 mins,363
1383,1383,In Transit,97 mins,222
1384,1384,Delivered,50 mins,434
1385,1385,Not Delivered,29 mins,223
1386,1386,Delivered,15 mins,87
1387,1387,Delivered,50 mins,491
1388,1388,Delivered,88 mins,189
1389,1389,Delivered,21 mins,452
1390,1390,In Transit,66 mins,50
1391,1391,Delivered,75 mins,242
1392,1392,Not Delivered,62 mins,489
1393,1393,Not Delivered,71 mins,366
1394,1394,In Transit,49 mins,204
1395,1395,Not Delivered,97 mins,99
1396,1396,In Transit,36 mins,461
1397,1397,In Transit,51 mins,298
1398,1398,Delivered,102 mins,389
1399,1399,Delivered,31 mins,155
